districtid,weekid,neighborhoodzscore,statezscore
299,6,-0.45,0.0
299,7,-0.46,0.08
299,8,-0.43,1.82
299,9,-0.44,2.4
299,10,-0.44,1.09
299,11,-0.44,2.54
299,12,-0.44,2.33
299,13,-0.43,3.46
299,14,-0.45,2.43
299,15,-0.42,5.27
299,16,-0.39,7.93
299,17,-0.34,6.36
299,18,-0.32,3.7
299,19,-0.33,1.34
299,20,-0.36,0.59
299,21,-0.32,0.52
299,22,-0.32,0.42
299,23,-0.34,0.4
299,24,-0.34,0.66
299,25,-0.38,0.68
300,1,0.0,0.0
300,2,0.0,0.0
300,3,0.0,0.0
300,4,0.0,0.0
300,5,0.0,0.0
300,6,0.0,0.0
300,7,-0.73,-0.38
300,8,-0.38,-0.37
300,9,2.05,0.54
300,10,0.6,1.24
300,11,-0.02,0.24
300,12,0.47,0.62
300,13,-0.2,-0.25
300,14,1.93,0.29
300,15,1.0,0.07
300,16,-0.51,-0.25
300,17,-1.13,-0.52
300,18,-0.67,-0.28
300,19,-0.26,0.05
300,20,-0.03,0.3
300,21,-0.28,0.07
300,22,-0.34,-0.04
300,23,-0.03,-0.03
300,24,-0.19,-0.26
300,25,-0.22,-0.29
301,1,0.0,0.0
301,2,0.0,0.0
301,3,0.0,0.0
301,4,0.0,0.0
301,5,0.0,0.0
301,6,0.0,0.0
301,7,0.0,-0.23
301,8,0.29,-0.24
301,9,11.55,-0.17
301,10,1.14,-0.19
301,11,-0.66,-0.25
301,12,-0.27,-0.27
301,13,-0.95,-0.25
301,14,-2.32,-0.27
301,15,0.03,-0.31
301,16,-0.6,-0.36
301,17,-0.22,-0.35
301,18,-0.51,-0.39
301,19,0.2,-0.28
301,20,-0.14,-0.32
301,21,-0.37,-0.34
301,22,0.43,-0.13
301,23,-0.34,-0.38
301,24,0.08,-0.3
301,25,-0.41,-0.44
302,1,0.0,0.0
302,2,0.0,0.0
302,3,0.0,0.0
302,4,0.0,0.0
302,5,0.0,0.0
302,6,0.0,0.0
302,7,-0.67,-0.25
302,8,-0.67,-0.39
302,9,0.05,1.38
302,10,-0.47,0.07
302,11,-1.07,-0.59
302,12,-0.81,-0.6
302,13,0.17,0.13
302,14,-0.48,-0.4
302,15,0.52,1.27
302,16,-0.34,-0.03
302,17,-0.94,-0.57
302,18,-0.2,0.27
302,19,-0.51,-0.28
302,20,1.15,0.88
302,21,2.33,0.78
302,22,-0.39,-0.3
302,23,-0.71,-0.53
302,24,1.27,0.39
302,25,1.01,0.09
303,1,0.0,0.0
303,2,0.0,0.0
303,3,0.0,0.0
303,4,0.0,0.0
303,5,0.0,0.0
303,6,0.0,0.0
303,7,-0.67,0.0
303,8,-1.23,0.0
303,9,-0.14,0.0
303,10,1.61,0.0
303,11,-0.44,0.0
303,12,2.45,0.0
303,13,15.87,0.0
303,14,27.1,0.0
303,15,19.14,0.0
303,16,7.78,0.0
303,17,4.69,0.0
303,18,3.27,0.0
303,19,1.22,0.0
303,20,1.16,0.0
303,21,1.47,0.0
303,22,2.03,0.0
303,23,1.12,0.0
303,24,2.04,0.0
303,25,2.5,0.0
304,1,0.0,0.0
304,2,0.0,0.0
304,3,0.0,0.0
304,4,0.0,0.0
304,5,0.0,0.0
304,6,0.0,0.0
304,7,1.78,-0.07
304,8,-0.63,-0.39
304,9,-0.73,-0.52
304,10,-0.73,-0.89
304,11,-0.76,-0.65
304,12,-0.58,-0.77
304,13,-0.82,-1.03
304,14,-0.75,-0.57
304,15,-0.43,-0.37
304,16,-0.56,-0.6
304,17,-0.59,-0.73
304,18,-0.55,-0.77
304,19,-0.44,-0.28
304,20,-0.68,-0.65
304,21,0.55,0.76
304,22,-0.58,-0.62
304,23,-0.6,-0.61
304,24,-0.63,-0.65
304,25,-0.68,-0.58
305,1,0.0,0.0
305,2,0.0,0.0
305,3,0.0,0.0
305,4,0.0,0.0
305,5,0.0,0.0
305,6,0.0,0.0
305,7,0.5,0.93
